#: :type=:list
#source	HGNC_name	dbTF	coTF	in_AGS
CILP	cartilage intermediate layer protein [Source:HGNC Symbol			
CIRH1A	None			
CKM	creatine kinase|M-type [Source:HGNC Symbol			
CLDN19	claudin 19 [Source:HGNC Symbol			
CLDN3	claudin 3 [Source:HGNC Symbol			
CLDN5	claudin 5 [Source:HGNC Symbol			
CLEC7A	C-type lectin domain containing 7A [Source:HGNC Symbol			
CLU	clusterin [Source:HGNC Symbol			
CMTM2	CKLF like MARVEL transmembrane domain containing 2 [Source:HGNC Symbol			
CNP	2'|3'-cyclic nucleotide 3' phosphodiesterase [Source:HGNC Symbol			
CNPY2	canopy FGF signaling regulator 2 [Source:HGNC Symbol			
CNTNAP4	contactin associated protein family member 4 [Source:HGNC Symbol			
COL1A2	collagen type I alpha 2 chain [Source:HGNC Symbol			
COL3A1	collagen type III alpha 1 chain [Source:HGNC Symbol			
COMMD10	COMM domain containing 10 [Source:HGNC Symbol			
COMMD3	COMM domain containing 3 [Source:HGNC Symbol			
COMMD5	COMM domain containing 5 [Source:HGNC Symbol			
COMMD9	COMM domain containing 9 [Source:HGNC Symbol			
COP1	COP1 E3 ubiquitin ligase [Source:HGNC Symbol			
CPEB2	cytoplasmic polyadenylation element binding protein 2 [Source:HGNC Symbol			
CPXM2	carboxypeptidase X|M14 family member 2 [Source:HGNC Symbol			
CRH	corticotropin releasing hormone [Source:HGNC Symbol			
CRHR1	corticotropin releasing hormone receptor 1 [Source:HGNC Symbol			
CRK	CRK proto-oncogene|adaptor protein [Source:HGNC Symbol			
CRP	C-reactive protein [Source:HGNC Symbol			
CSF1	colony stimulating factor 1 [Source:HGNC Symbol			
CSF1R	colony stimulating factor 1 receptor [Source:HGNC Symbol			
CSF2	colony stimulating factor 2 [Source:HGNC Symbol			
CSN3	casein kappa [Source:HGNC Symbol			
CSRP2BP	PET117 cytochrome c oxidase chaperone [Source:HGNC Symbol			
CSRP3	cysteine and glycine rich protein 3 [Source:HGNC Symbol			
CTBP1-AS2	None			
CTDSPL2	CTD small phosphatase like 2 [Source:HGNC Symbol			
CTF1	cardiotrophin 1 [Source:HGNC Symbol			
CTH	cystathionine gamma-lyase [Source:HGNC Symbol			
CTNND2	catenin delta 2 [Source:HGNC Symbol			
CTSB	cathepsin B [Source:HGNC Symbol			
CTSC	cathepsin C [Source:HGNC Symbol			
CTSD	cathepsin D [Source:HGNC Symbol			
CTSH	cathepsin H [Source:HGNC Symbol			
CTSK	cathepsin K [Source:HGNC Symbol			
CTSL	cathepsin L [Source:HGNC Symbol			
CTSS	cathepsin S [Source:HGNC Symbol			
CTSV	cathepsin V [Source:HGNC Symbol			
CTSZ	cathepsin Z [Source:HGNC Symbol			
CUL2	cullin 2 [Source:HGNC Symbol			
CUL3	cullin 3 [Source:HGNC Symbol			
CX3CL1	C-X3-C motif chemokine ligand 1 [Source:HGNC Symbol			
CXCL1	C-X-C motif chemokine ligand 1 [Source:HGNC Symbol			
CYS1	cystin 1 [Source:HGNC Symbol			
DAB2IP	DAB2 interacting protein [Source:HGNC Symbol			
DACT1	dishevelled binding antagonist of beta catenin 1 [Source:HGNC Symbol			
DACT2	dishevelled binding antagonist of beta catenin 2 [Source:HGNC Symbol			
DBT	dihydrolipoamide branched chain transacylase E2 [Source:HGNC Symbol			
DCAF7	DDB1 and CUL4 associated factor 7 [Source:HGNC Symbol			
DCC	DCC netrin 1 receptor [Source:HGNC Symbol			
DCN	decorin [Source:HGNC Symbol			
DCTN6	dynactin subunit 6 [Source:HGNC Symbol			
DCTPP1	dCTP pyrophosphatase 1 [Source:HGNC Symbol			
DDB1	damage specific DNA binding protein 1 [Source:HGNC Symbol			
DDB2	damage specific DNA binding protein 2 [Source:HGNC Symbol			
DDX11-AS1	DDX11 antisense RNA 1 [Source:HGNC Symbol			
DDX4	DEAD-box helicase 4 [Source:HGNC Symbol			
DEFB135	defensin beta 135 [Source:HGNC Symbol			
DENR	density regulated re-initiation and release factor [Source:HGNC Symbol			
DGCR14	None			
DHFR	dihydrofolate reductase [Source:HGNC Symbol			
DHRS11	dehydrogenase/reductase 11 [Source:HGNC Symbol			
DIDO1	death inducer-obliterator 1 [Source:HGNC Symbol			
DIO2	iodothyronine deiodinase 2 [Source:HGNC Symbol			
DIRAS3	DIRAS family GTPase 3 [Source:HGNC Symbol			
DKK1	dickkopf WNT signaling pathway inhibitor 1 [Source:HGNC Symbol			
DLK1	delta like non-canonical Notch ligand 1 [Source:HGNC Symbol			
DLL1	delta like canonical Notch ligand 1 [Source:HGNC Symbol			
DLL4	delta like canonical Notch ligand 4 [Source:HGNC Symbol			
DLX6-AS1	DLX6 antisense RNA 1 [Source:HGNC Symbol			
DNAJA4	DnaJ heat shock protein family (Hsp40) member A4 [Source:HGNC Symbol			
DNM2	dynamin 2 [Source:HGNC Symbol			
DNM3	dynamin 3 [Source:HGNC Symbol			
DPPA2	developmental pluripotency associated 2 [Source:HGNC Symbol			
DPPA3	developmental pluripotency associated 3 [Source:HGNC Symbol			
DPPA4	developmental pluripotency associated 4 [Source:HGNC Symbol			
DRAM2	DNA damage regulated autophagy modulator 2 [Source:HGNC Symbol			
DRD1	dopamine receptor D1 [Source:HGNC Symbol			
DSCAM	DS cell adhesion molecule [Source:HGNC Symbol			
DSCAML1	DS cell adhesion molecule like 1 [Source:HGNC Symbol			
DUSP26	dual specificity phosphatase 26 [Source:HGNC Symbol			
DYNLL1	dynein light chain LC8-type 1 [Source:HGNC Symbol			
DYNLL2	dynein light chain LC8-type 2 [Source:HGNC Symbol			
DYX1C1	dynein axonemal assembly factor 4 [Source:HGNC Symbol			
EBP	EBP cholestenol delta-isomerase [Source:HGNC Symbol			
ECM1	extracellular matrix protein 1 [Source:HGNC Symbol			
EDN1	endothelin 1 [Source:HGNC Symbol			
EEF1A1	eukaryotic translation elongation factor 1 alpha 1 [Source:HGNC Symbol			
EEF1A2	eukaryotic translation elongation factor 1 alpha 2 [Source:HGNC Symbol			
EEF1D	eukaryotic translation elongation factor 1 delta [Source:HGNC Symbol			
EFCAB6	EF-hand calcium binding domain 6 [Source:HGNC Symbol			
EFTUD2	elongation factor Tu GTP binding domain containing 2 [Source:HGNC Symbol			
EGF	epidermal growth factor [Source:HGNC Symbol			
EGFR	epidermal growth factor receptor [Source:HGNC Symbol			
EID3	EP300 interacting inhibitor of differentiation 3 [Source:HGNC Symbol			
EIF1	eukaryotic translation initiation factor 1 [Source:HGNC Symbol			
EIF2AK1	eukaryotic translation initiation factor 2 alpha kinase 1 [Source:HGNC Symbol			
EIF2AK2	eukaryotic translation initiation factor 2 alpha kinase 2 [Source:HGNC Symbol			
EIF2AK3	eukaryotic translation initiation factor 2 alpha kinase 3 [Source:HGNC Symbol			
EIF2AK4	eukaryotic translation initiation factor 2 alpha kinase 4 [Source:HGNC Symbol			
EIF2B5	eukaryotic translation initiation factor 2B subunit epsilon [Source:HGNC Symbol			
EIF2S1	eukaryotic translation initiation factor 2 subunit alpha [Source:HGNC Symbol			
EIF4A2	eukaryotic translation initiation factor 4A2 [Source:HGNC Symbol			
EIF4A3	eukaryotic translation initiation factor 4A3 [Source:HGNC Symbol			
EIF4E	eukaryotic translation initiation factor 4E [Source:HGNC Symbol			
EIF5A	eukaryotic translation initiation factor 5A [Source:HGNC Symbol			
ELAVL1	ELAV like RNA binding protein 1 [Source:HGNC Symbol			
ELOVL3	ELOVL fatty acid elongase 3 [Source:HGNC Symbol			
ELSPBP1	epididymal sperm binding protein 1 [Source:HGNC Symbol			
ENG	endoglin [Source:HGNC Symbol			
ENO2	enolase 2 [Source:HGNC Symbol			
ENO3	enolase 3 [Source:HGNC Symbol			
ENTPD4	ectonucleoside triphosphate diphosphohydrolase 4 [Source:HGNC Symbol			
EPB41L4B	erythrocyte membrane protein band 4.1 like 4B [Source:HGNC Symbol			
EPB42	erythrocyte membrane protein band 4.2 [Source:HGNC Symbol			
EPCAM	epithelial cell adhesion molecule [Source:HGNC Symbol			
EPHB2	EPH receptor B2 [Source:HGNC Symbol			
EPHX2	epoxide hydrolase 2 [Source:HGNC Symbol			
EPO	erythropoietin [Source:HGNC Symbol			
ERBB2	erb-b2 receptor tyrosine kinase 2 [Source:HGNC Symbol			
ERBB2IP	None			
ERBB3	erb-b2 receptor tyrosine kinase 3 [Source:HGNC Symbol			
ERBB4	erb-b2 receptor tyrosine kinase 4 [Source:HGNC Symbol			
EREG	epiregulin [Source:HGNC Symbol			
ERN2	endoplasmic reticulum to nucleus signaling 2 [Source:HGNC Symbol			
ERP29	endoplasmic reticulum protein 29 [Source:HGNC Symbol			
ESF1	ESF1 nucleolar pre-rRNA processing protein homolog [Source:HGNC Symbol			
EYA1	EYA transcriptional coactivator and phosphatase 1 [Source:HGNC Symbol			
EYA2	EYA transcriptional coactivator and phosphatase 2 [Source:HGNC Symbol			
EYA4	EYA transcriptional coactivator and phosphatase 4 [Source:HGNC Symbol			
EZR	ezrin [Source:HGNC Symbol			
F11	coagulation factor XI [Source:HGNC Symbol			
F2R	coagulation factor II thrombin receptor [Source:HGNC Symbol			
F2RL1	F2R like trypsin receptor 1 [Source:HGNC Symbol			
F3	coagulation factor III|tissue factor [Source:HGNC Symbol			
FABP4	fatty acid binding protein 4 [Source:HGNC Symbol			
FAM129B	None			
FAM172A	family with sequence similarity 172 member A [Source:HGNC Symbol			
FAM173B	None			
FAM175A	None			
FAM178A	None			
FAM184B	family with sequence similarity 184 member B [Source:HGNC Symbol			
FAM220BP	family with sequence similarity 220 member B|pseudogene [Source:HGNC Symbol			
FAM50B	family with sequence similarity 50 member B [Source:HGNC Symbol			
FAM58A	None			
FAM83G	family with sequence similarity 83 member G [Source:HGNC Symbol			
FAM86A	None			
FARP2	FERM|ARH/RhoGEF and pleckstrin domain protein 2 [Source:HGNC Symbol			
FARSA	phenylalanyl-tRNA synthetase subunit alpha [Source:HGNC Symbol			
FASTKD5	FAST kinase domains 5 [Source:HGNC Symbol			
FAT4	FAT atypical cadherin 4 [Source:HGNC Symbol			
FBLN1	fibulin 1 [Source:HGNC Symbol			
FBN1	fibrillin 1 [Source:HGNC Symbol			
FBP1	fructose-bisphosphatase 1 [Source:HGNC Symbol			
FBP2	fructose-bisphosphatase 2 [Source:HGNC Symbol			
FBXL19-AS1	FBXL19 antisense RNA 1 [Source:HGNC Symbol			
FBXO5	F-box protein 5 [Source:HGNC Symbol			
FBXW11	F-box and WD repeat domain containing 11 [Source:HGNC Symbol			
FERMT1	FERM domain containing kindlin 1 [Source:HGNC Symbol			
FERMT2	FERM domain containing kindlin 2 [Source:HGNC Symbol			
FERMT3	FERM domain containing kindlin 3 [Source:HGNC Symbol			
FES	FES proto-oncogene|tyrosine kinase [Source:HGNC Symbol			
FEZF1-AS1	FEZF1 antisense RNA 1 [Source:HGNC Symbol			
FGF1	fibroblast growth factor 1 [Source:HGNC Symbol			
FGF11	fibroblast growth factor 11 [Source:HGNC Symbol			
FGF12	fibroblast growth factor 12 [Source:HGNC Symbol			
FGF13	fibroblast growth factor 13 [Source:HGNC Symbol			
FGF19	fibroblast growth factor 19 [Source:HGNC Symbol			
FGF2	fibroblast growth factor 2 [Source:HGNC Symbol			
FGF3	fibroblast growth factor 3 [Source:HGNC Symbol			
FGF4	fibroblast growth factor 4 [Source:HGNC Symbol			
FGF8	fibroblast growth factor 8 [Source:HGNC Symbol			
FGF9	fibroblast growth factor 9 [Source:HGNC Symbol			
FGFR1	fibroblast growth factor receptor 1 [Source:HGNC Symbol			
FGFR2	fibroblast growth factor receptor 2 [Source:HGNC Symbol			
FGFR3	fibroblast growth factor receptor 3 [Source:HGNC Symbol			
FGFR4	fibroblast growth factor receptor 4 [Source:HGNC Symbol			
FHIT	fragile histidine triad diadenosine triphosphatase [Source:HGNC Symbol			
FHL1	four and a half LIM domains 1 [Source:HGNC Symbol			
FHOD1	formin homology 2 domain containing 1 [Source:HGNC Symbol			
FIGF	None			
FKBP4	FKBP prolyl isomerase 4 [Source:HGNC Symbol			
FKBP5	FKBP prolyl isomerase 5 [Source:HGNC Symbol			
FKBPL	FKBP prolyl isomerase like [Source:HGNC Symbol			
FLCN	folliculin [Source:HGNC Symbol			
FLII	FLII actin remodeling protein [Source:HGNC Symbol			
FLNA	filamin A [Source:HGNC Symbol			
FLNC	filamin C [Source:HGNC Symbol			
FLOT2	flotillin 2 [Source:HGNC Symbol			
FLT1	fms related receptor tyrosine kinase 1 [Source:HGNC Symbol			
FLT3	fms related receptor tyrosine kinase 3 [Source:HGNC Symbol			
FMR1-AS1	FMR1 antisense RNA 1 [Source:HGNC Symbol			
FN1	fibronectin 1 [Source:HGNC Symbol			
FNIP2	folliculin interacting protein 2 [Source:HGNC Symbol			
FOXD2-AS1	FOXD2 adjacent opposite strand RNA 1 [Source:HGNC Symbol			
FREM1	FRAS1 related extracellular matrix 1 [Source:HGNC Symbol			
FSHB	follicle stimulating hormone subunit beta [Source:HGNC Symbol			
FSHR	follicle stimulating hormone receptor [Source:HGNC Symbol			
FTMT	ferritin mitochondrial [Source:HGNC Symbol			
FUT8	fucosyltransferase 8 [Source:HGNC Symbol			
FZD9	frizzled class receptor 9 [Source:HGNC Symbol			
GAL3ST3	galactose-3-O-sulfotransferase 3 [Source:HGNC Symbol			
GALNT15	polypeptide N-acetylgalactosaminyltransferase 15 [Source:HGNC Symbol			
GAS2L1	growth arrest specific 2 like 1 [Source:HGNC Symbol			
GAS6	growth arrest specific 6 [Source:HGNC Symbol			
GAS7	growth arrest specific 7 [Source:HGNC Symbol			
GAST	gastrin [Source:HGNC Symbol			
GATA6-AS1	GATA6 antisense RNA 1 (head to head) [Source:HGNC Symbol			
GCGR	glucagon receptor [Source:HGNC Symbol			
GDF2	growth differentiation factor 2 [Source:HGNC Symbol			
GDF5	growth differentiation factor 5 [Source:HGNC Symbol			
GDNF	glial cell derived neurotrophic factor [Source:HGNC Symbol			
GFAP	glial fibrillary acidic protein [Source:HGNC Symbol			
GGCX	gamma-glutamyl carboxylase [Source:HGNC Symbol			
GH1	growth hormone 1 [Source:HGNC Symbol			
GJA1	gap junction protein alpha 1 [Source:HGNC Symbol			
GK3P	None			
GLTSCR1	None			
GLTSCR2	None			
GMCL1	germ cell-less 1|spermatogenesis associated [Source:HGNC Symbol			
GMPR	guanosine monophosphate reductase [Source:HGNC Symbol			
GNA12	G protein subunit alpha 12 [Source:HGNC Symbol			
GNAS	GNAS complex locus [Source:HGNC Symbol			
GNL3	G protein nucleolar 3 [Source:HGNC Symbol			
GNRH1	gonadotropin releasing hormone 1 [Source:HGNC Symbol			
GPHA2	glycoprotein hormone subunit alpha 2 [Source:HGNC Symbol			
GPRC5B	G protein-coupled receptor class C group 5 member B [Source:HGNC Symbol			
GPX1	glutathione peroxidase 1 [Source:HGNC Symbol			
GPX4	glutathione peroxidase 4 [Source:HGNC Symbol			
GPAA1	glycosylphosphatidylinositol anchor attachment 1 [Source:HGNC Symbol			
GREM1	gremlin 1|DAN family BMP antagonist [Source:HGNC Symbol			
GRHPR	glyoxylate and hydroxypyruvate reductase [Source:HGNC Symbol			
GRIP1	glutamate receptor interacting protein 1 [Source:HGNC Symbol			
GRM1	glutamate metabotropic receptor 1 [Source:HGNC Symbol			
GRM5	glutamate metabotropic receptor 5 [Source:HGNC Symbol			
GRM8	glutamate metabotropic receptor 8 [Source:HGNC Symbol			
GRSF1	G-rich RNA sequence binding factor 1 [Source:HGNC Symbol			
GSG2	None			
GSN	gelsolin [Source:HGNC Symbol			
GTPBP6	GTP binding protein 6 (putative) [Source:HGNC Symbol			
GUF1	GTP binding elongation factor GUF1 [Source:HGNC Symbol			
H1-4	H1.4 linker histone|cluster member [Source:HGNC Symbol			
H19	H19 imprinted maternally expressed transcript [Source:HGNC Symbol			
H1F0	None			
H1FNT	None			
H1FOO	None			
H1FX	None			
H2AFB1	None			
H2AFJ	H2A.J histone [Source:HGNC Symbol			
H2AFV	None			
H2AFX	None			
H2AFY	None			
H2AFY2	macroH2A.2 histone [Source:HGNC Symbol			
H2AFZ	None			
H3-3A	H3.3 histone A [Source:HGNC Symbol			
H3-3B	H3.3 histone B [Source:HGNC Symbol			
H3F3A	H3.3 histone A [Source:HGNC Symbol			
H3F3B	None			
H3F3C	None			
H4C2	H4 clustered histone 2 [Source:HGNC Symbol			
HABP4	hyaluronan binding protein 4 [Source:HGNC Symbol			
HAMP	hepcidin antimicrobial peptide [Source:HGNC Symbol			
HAND2-AS1	HAND2 antisense RNA 1 [Source:HGNC Symbol			
HAS3	hyaluronan synthase 3 [Source:HGNC Symbol			
HAUS3	HAUS augmin like complex subunit 3 [Source:HGNC Symbol			
HAX1	HCLS1 associated protein X-1 [Source:HGNC Symbol			
HBA1	hemoglobin subunit alpha 1 [Source:HGNC Symbol			
HBB	hemoglobin subunit beta [Source:HGNC Symbol			
HCK	HCK proto-oncogene|Src family tyrosine kinase [Source:HGNC Symbol			
HCLS1	hematopoietic cell-specific Lyn substrate 1 [Source:HGNC Symbol			
HDGFL1	HDGF like 1 [Source:HGNC Symbol			
HDGFRP2	None			
HDGFRP3	HDGF like 3 [Source:HGNC Symbol			
HEATR1	HEAT repeat containing 1 [Source:HGNC Symbol			
HEXB	hexosaminidase subunit beta [Source:HGNC Symbol			
HFE	homeostatic iron regulator [Source:HGNC Symbol			
HGF	hepatocyte growth factor [Source:HGNC Symbol			
HGS	hepatocyte growth factor-regulated tyrosine kinase substrate [Source:HGNC Symbol			
HIF1A-AS1	HIF1A antisense RNA 1 [Source:HGNC Symbol			
HILS1	None			
HIP1	huntingtin interacting protein 1 [Source:HGNC Symbol			
HIPK4	homeodomain interacting protein kinase 4 [Source:HGNC Symbol			
HIST1H1A	None			
HIST1H1B	None			
HIST1H1C	None			
HIST1H1D	None			
HIST1H1E	H1.4 linker histone|cluster member [Source:HGNC Symbol			
HIST1H1T	None			
HIST1H2AB	H2A clustered histone 4 [Source:HGNC Symbol			
HIST1H2AC	H2A clustered histone 6 [Source:HGNC Symbol			
HIST1H2AI	None			
HIST1H2BA	None			
HIST1H2BH	None			
HIST1H2BN	H2B clustered histone 15 [Source:HGNC Symbol			
HIST1H2AA	None			
HIST1H3A	None			
HIST1H3B	None			
HIST1H3C	None			
HIST1H3D	None			
HIST1H3E	None			
HIST1H4B	None			
HIST1H4D	None			
HIST1H4F	None			
HIST2H2AC	None			
HIST2H2BE	None			
HIST3H2A	None			
HIST3H3	None			
HJV	hemojuvelin BMP co-receptor [Source:HGNC Symbol			
HLTF	helicase like transcription factor [Source:HGNC Symbol			
HMOX1	heme oxygenase 1 [Source:HGNC Symbol			
HNF4A-AS1	HNF4A antisense RNA 1 [Source:HGNC Symbol			
HNRNPA1	heterogeneous nuclear ribonucleoprotein A1 [Source:HGNC Symbol			
HNRNPA2B1	heterogeneous nuclear ribonucleoprotein A2/B1 [Source:HGNC Symbol			
HNRNPAB	heterogeneous nuclear ribonucleoprotein A/B [Source:HGNC Symbol			
HNRNPC	heterogeneous nuclear ribonucleoprotein C [Source:HGNC Symbol			
HNRNPD	heterogeneous nuclear ribonucleoprotein D [Source:HGNC Symbol			
HNRNPF	heterogeneous nuclear ribonucleoprotein F [Source:HGNC Symbol			
HNRNPH1	heterogeneous nuclear ribonucleoprotein H1 [Source:HGNC Symbol			
HNRNPK	heterogeneous nuclear ribonucleoprotein K [Source:HGNC Symbol			
HNRNPL	heterogeneous nuclear ribonucleoprotein L [Source:HGNC Symbol			
HNRNPR	heterogeneous nuclear ribonucleoprotein R [Source:HGNC Symbol			
HNRNPUL1	heterogeneous nuclear ribonucleoprotein U like 1 [Source:HGNC Symbol			
HPD	4-hydroxyphenylpyruvate dioxygenase [Source:HGNC Symbol			
HRAS	HRas proto-oncogene|GTPase [Source:HGNC Symbol			
HRASLS5	None			
HRK	harakiri|BCL2 interacting protein [Source:HGNC Symbol			
hsa-mir-8078	microRNA 8078 [Source:HGNC Symbol			
HSD11B1	hydroxysteroid 11-beta dehydrogenase 1 [Source:HGNC Symbol			
HSD17B10	hydroxysteroid 17-beta dehydrogenase 10 [Source:HGNC Symbol			
HSPA4	heat shock protein family A (Hsp70) member 4 [Source:HGNC Symbol			
HSPA8	heat shock protein family A (Hsp70) member 8 [Source:HGNC Symbol			
HSPA9	heat shock protein family A (Hsp70) member 9 [Source:HGNC Symbol			
HSPH1	heat shock protein family H (Hsp110) member 1 [Source:HGNC Symbol			
HYAL1	hyaluronidase 1 [Source:HGNC Symbol			
HYAL3	hyaluronidase 3 [Source:HGNC Symbol			
HYDIN	HYDIN axonemal central pair apparatus protein [Source:HGNC Symbol			
IAPP	islet amyloid polypeptide [Source:HGNC Symbol			
IBA57	iron-sulfur cluster assembly factor IBA57 [Source:HGNC Symbol			
ICMT	isoprenylcysteine carboxyl methyltransferase [Source:HGNC Symbol			
IFI44	interferon induced protein 44 [Source:HGNC Symbol			
IFI44L	interferon induced protein 44 like [Source:HGNC Symbol			
IFNA2	interferon alpha 2 [Source:HGNC Symbol			
IFNB1	interferon beta 1 [Source:HGNC Symbol			
IFNG	interferon gamma [Source:HGNC Symbol			
IFNGR1	interferon gamma receptor 1 [Source:HGNC Symbol			
IFT122	intraflagellar transport 122 [Source:HGNC Symbol			
IFT43	intraflagellar transport 43 [Source:HGNC Symbol			
IFT74	intraflagellar transport 74 [Source:HGNC Symbol			
IGF1	insulin like growth factor 1 [Source:HGNC Symbol			
IGF1R	insulin like growth factor 1 receptor [Source:HGNC Symbol			
IGF2	insulin like growth factor 2 [Source:HGNC Symbol			
IKBKAP	None			
IL10	interleukin 10 [Source:HGNC Symbol			
IL11	interleukin 11 [Source:HGNC Symbol			
IL12A	interleukin 12A [Source:HGNC Symbol			
IL12B	interleukin 12B [Source:HGNC Symbol			
IL13	interleukin 13 [Source:HGNC Symbol			
IL15	interleukin 15 [Source:HGNC Symbol			
IL16	interleukin 16 [Source:HGNC Symbol			
IL17A	interleukin 17A [Source:HGNC Symbol			
IL17F	interleukin 17F [Source:HGNC Symbol			
IL18	interleukin 18 [Source:HGNC Symbol			
IL1A	interleukin 1 alpha [Source:HGNC Symbol			
IL1B	interleukin 1 beta [Source:HGNC Symbol			
IL2	interleukin 2 [Source:HGNC Symbol			
IL21	interleukin 21 [Source:HGNC Symbol			
IL2RA	interleukin 2 receptor subunit alpha [Source:HGNC Symbol			
IL3	interleukin 3 [Source:HGNC Symbol			
IL32	interleukin 32 [Source:HGNC Symbol			
IL33	interleukin 33 [Source:HGNC Symbol			
IL34	interleukin 34 [Source:HGNC Symbol			
IL4	interleukin 4 [Source:HGNC Symbol			
IL5	interleukin 5 [Source:HGNC Symbol			
IL6	interleukin 6 [Source:HGNC Symbol			
IL7	interleukin 7 [Source:HGNC Symbol			
IL8	C-X-C motif chemokine ligand 8 [Source:HGNC Symbol			
IL9	interleukin 9 [Source:HGNC Symbol			
ILK	integrin linked kinase [Source:HGNC Symbol			
IMPDH2	inosine monophosphate dehydrogenase 2 [Source:HGNC Symbol			
INPP5K	inositol polyphosphate-5-phosphatase K [Source:HGNC Symbol			
INS	insulin [Source:HGNC Symbol			
INS-IGF2	INS-IGF2 readthrough [Source:HGNC Symbol			
INSR	insulin receptor [Source:HGNC Symbol			
INSRR	insulin receptor related receptor [Source:HGNC Symbol			
IPO13	importin 13 [Source:HGNC Symbol			
IPO8	importin 8 [Source:HGNC Symbol			
IRAK1	interleukin 1 receptor associated kinase 1 [Source:HGNC Symbol			
IRAK1BP1	interleukin 1 receptor associated kinase 1 binding protein 1 [Source:HGNC Symbol			
IRAK2	interleukin 1 receptor associated kinase 2 [Source:HGNC Symbol			
IRAK3	interleukin 1 receptor associated kinase 3 [Source:HGNC Symbol			
IRAK4	interleukin 1 receptor associated kinase 4 [Source:HGNC Symbol			
ITCH	itchy E3 ubiquitin protein ligase [Source:HGNC Symbol			
ITGA2B	integrin subunit alpha 2b [Source:HGNC Symbol			
ITGAX	integrin subunit alpha X [Source:HGNC Symbol			
ITGB1	integrin subunit beta 1 [Source:HGNC Symbol			
ITGB3	integrin subunit beta 3 [Source:HGNC Symbol			
ITGB3BP	integrin subunit beta 3 binding protein [Source:HGNC Symbol			
ITGB8	integrin subunit beta 8 [Source:HGNC Symbol			
JAG1	jagged canonical Notch ligand 1 [Source:HGNC Symbol			
JAK3	Janus kinase 3 [Source:HGNC Symbol			
JAZF1-AS1	JAZF1 antisense RNA 1 [Source:HGNC Symbol			
JH8	None			
KANK1	KN motif and ankyrin repeat domains 1 [Source:HGNC Symbol			
KCNH2	potassium voltage-gated channel subfamily H member 2 [Source:HGNC Symbol			
KCNIP1	potassium voltage-gated channel interacting protein 1 [Source:HGNC Symbol			
KCNIP4	potassium voltage-gated channel interacting protein 4 [Source:HGNC Symbol			
KCNJ12	potassium inwardly rectifying channel subfamily J member 12 [Source:HGNC Symbol			
KDM4E	lysine demethylase 4E [Source:HGNC Symbol			
KDR	kinase insert domain receptor [Source:HGNC Symbol			
KHDRBS1	KH RNA binding domain containing|signal transduction associated 1 [Source:HGNC Symbol			
KHDRBS2	KH RNA binding domain containing|signal transduction associated 2 [Source:HGNC Symbol			
KHDRBS3	KH RNA binding domain containing|signal transduction associated 3 [Source:HGNC Symbol			
KHSRP	KH-type splicing regulatory protein [Source:HGNC Symbol			
KITLG	KIT ligand [Source:HGNC Symbol			
KIAA0753	KIAA0753 [Source:HGNC Symbol			
KIAA0947	None			
KIAA1045	None			
KIAA1919	None			
KIAA2018	None			
KLHL3	kelch like family member 3 [Source:HGNC Symbol			
KLK14	kallikrein related peptidase 14 [Source:HGNC Symbol			
KLK3	kallikrein related peptidase 3 [Source:HGNC Symbol			
KMT5B	lysine methyltransferase 5B [Source:HGNC Symbol			
KNTC1	kinetochore associated 1 [Source:HGNC Symbol			
KPNA2	karyopherin subunit alpha 2 [Source:HGNC Symbol			
KPNA6	karyopherin subunit alpha 6 [Source:HGNC Symbol			
KPNA7	karyopherin subunit alpha 7 [Source:HGNC Symbol			
KRAS	KRAS proto-oncogene|GTPase [Source:HGNC Symbol			
KRT17	keratin 17 [Source:HGNC Symbol			
KRT7	keratin 7 [Source:HGNC Symbol			
KRT75	keratin 75 [Source:HGNC Symbol			
KRTAP20-2	keratin associated protein 20-2 [Source:HGNC Symbol			
KTN1	kinectin 1 [Source:HGNC Symbol			
LAMC3	laminin subunit gamma 3 [Source:HGNC Symbol			
LAMTOR5	late endosomal/lysosomal adaptor|MAPK and MTOR activator 5 [Source:HGNC Symbol			
LANCL2	LanC like glutathione S-transferase 2 [Source:HGNC Symbol			
LBX2-AS1	LBX2 antisense RNA 1 [Source:HGNC Symbol			
LCN2	lipocalin 2 [Source:HGNC Symbol			
LDLR	low density lipoprotein receptor [Source:HGNC Symbol			
LDLRAD4	low density lipoprotein receptor class A domain containing 4 [Source:HGNC Symbol			
LEF1-AS1	LEF1 antisense RNA 1 [Source:HGNC Symbol			
LGALS12	galectin 12 [Source:HGNC Symbol			
LGALS14	galectin 14 [Source:HGNC Symbol			
LGALS8	galectin 8 [Source:HGNC Symbol			
LGALS9	galectin 9 [Source:HGNC Symbol			
LGMN	legumain [Source:HGNC Symbol			
LGR4	leucine rich repeat containing G protein-coupled receptor 4 [Source:HGNC Symbol			
LIF	LIF interleukin 6 family cytokine [Source:HGNC Symbol			
LILRB1	leukocyte immunoglobulin like receptor B1 [Source:HGNC Symbol			
LILRB4	leukocyte immunoglobulin like receptor B4 [Source:HGNC Symbol			
LIMD1-AS1	LIMD1 antisense RNA 1 [Source:HGNC Symbol			
LIMS1	LIM zinc finger domain containing 1 [Source:HGNC Symbol			
LIN9	lin-9 DREAM MuvB core complex component [Source:HGNC Symbol			
LMCD1-AS1	LMCD1 antisense RNA 1 [Source:HGNC Symbol			
LMOD1	leiomodin 1 [Source:HGNC Symbol			
