#: :filename=/bulk/mvazque2/git/workflows/AGS/data/proteomics/.source/abundance/PIPD_8h.txt#:type=:list
#Associated Gene Name	XPIPD_8h_Rep1	XPIPD_8h_Rep2	XPIPD_8h_Rep3	XPIPD_8h_Rep4	XDMSO_8h_Rep1_1	XDMSO_8h_Rep2_1	XDMSO_8h_Rep3_1	XDMSO_8h_Rep4_1	C: Student's T-test Significant PIPD_8h_DMSO_8h	C: Student's T-test significant	N: Valid values XPIPD_8h	N: Valid values XDMSO_8h	N: -Log Student's T-test p-value PIPD_8h_DMSO_8h	N: Student's T-test q-value PIPD_8h_DMSO_8h	N: Student's T-test Difference PIPD_8h_DMSO_8h	N: Student's T-test Test statistic PIPD_8h_DMSO_8h
USE1	14.6745	15.8907	15.7866	15.5996	16.1904	15.6542	16.1827	15.7209			4	4	0.695894	0.291441	-0.449232	-1.43453
CISD1	15.7053	16.0376	16.1163	15.7008	15.6291	16.1117	15.6592	16.0257			4	4	0.0727802	0.882797	0.0335572	0.203184
GGA3	17.7536	17.5722	17.3853	17.2111	17.3128	17.2182	17.2658	17.2488			4	4	0.940922	0.188991	0.219144	1.84506
C9orf78	15.8112	16.0204	16.0241	15.9859	16.1038	16.1965	16.1901	16.0049			4	4	1.28415	0.113844	-0.163379	-2.41832
FAM120A	18.6015	18.5825	18.5276	18.6848	18.4492	18.578	18.5602	18.4732			4	4	0.941046	0.189002	0.0839252	1.84527
SMARCAL1	15.9455	15.5959	15.8963	15.0126	16.6099	16.526	16.2739	16.1936			4	4	1.80436	0.0561587	-0.788266	-3.33595
GLTP	17.3786	17.1992	17.177	17.5043	17.0788	17.1794	17.3644	17.347			4	4	0.291454	0.595682	0.0723696	0.698275
SPG21	16.8598	16.5078	16.4112	16.5203	16.2829	16.6245	16.0697	16.2602			4	4	0.885266	0.209914	0.265446	1.75251
MRPL35	16.5942	17.0351	17.1561	16.8247	16.8546	17.0718	17.008	17.3962			4	4	0.488141	0.415551	-0.180156	-1.07188
GRHL1	15.4961	15.2745	16.0429	15.5905	15.8811	15.8522	15.9305	15.963			4	1	0.956691	0.184253	-0.305725	-1.87125
UBP1	14.8882	15.3205	14.9813	14.1484	15.6032	14.8444	15.2744	14.9257			4	4	0.494564	0.410271	-0.327327	-1.08346
SACS	13.2835	13.2999	13.2676	13.3385	14.0717	13.7214	12.6955	13.6869			4	4	0.359355	0.525111	-0.246519	-0.832187
COQ3	14.9975	14.7079	14.8029	14.5813	15.1641	15.1403	15.0188	15.0062			4	3	1.7338	0.061388	-0.309985	-3.20605
MTCH1	19.082	19.0239	18.8238	18.9624	18.741	18.762	18.7702	18.6225	+	PIPD_8h_DMSO_8h	4	4	2.05749	0.0438052	0.249083	3.82005
NUDT4	19.641	19.3388	19.4316	19.2067	19.197	19.314	19.0828	19.1662			4	4	1.08285	0.150739	0.214553	2.08089
HSPBP1	19.0864	19.2487	19.2798	19.3121	19.7532	19.5705	19.6586	19.4697	+	PIPD_8h_DMSO_8h	4	4	2.54331	0.0302164	-0.38124	-4.8464
MAT2B	18.6582	18.3008	18.48	18.5871	18.1871	18.3351	18.304	18.2907			4	4	1.45055	0.0886803	0.227314	2.70295
MYOF	21.5112	21.5324	21.5612	21.4334	21.3192	21.3372	21.3761	21.2908	+	PIPD_8h_DMSO_8h	4	4	2.80662	0.0237143	0.178726	5.46795
ITSN2	15.1693	14.8472	14.9138	14.5557	14.9482	14.8588	14.8469	14.7381			4	4	0.0625838	0.899643	0.0235019	0.176381
GLTSCR1	15.5799	15.37	15.4232	15.3604	14.5782	14.8071	15.0438	14.8215	+	PIPD_8h_DMSO_8h	4	4	2.92293	0.0200479	0.620716	5.75946
GLTSCR2	17.8153	17.5452	17.5022	17.6854	17.6813	17.9036	17.6179	17.8744			4	4	0.628892	0.326648	-0.132258	-1.3198
EHD3	18.9774	18.9477	18.9818	19.0209	18.9919	18.974	19.0376	19.04			4	4	0.614932	0.334015	-0.0289345	-1.29567
EHD2	16.6888	16.7555	16.8796	16.5336	17.1171	16.7513	16.8216	16.7405			4	4	0.59237	0.347712	-0.143232	-1.25649
ARHGEF12	14.816	14.5582	14.5436	14.589	14.1422	13.6025	13.8404	14.1695	+	PIPD_8h_DMSO_8h	4	4	2.44164	0.0325172	0.688047	4.61954
CNOT2	17.7231	17.6001	17.7083	17.7364	17.4957	17.7091	17.5623	17.5878			4	4	0.972901	0.179539	0.103255	1.89818
NCKIPSD	16.2699	16.2255	16.4002	16.3787	16.4744	16.3565	16.6441	16.2268			4	4	0.497132	0.408615	-0.106847	-1.08808
OGFR	18.9322	19.0597	19.0523	19.269	18.8277	18.7248	18.9344	18.8767			4	4	1.5432	0.0789615	0.237402	2.86461
FLRT3	16.3231	16.4264	16.3611	16.509	16.5282	16.8785	16.5513	16.7519			4	4	1.57843	0.0754893	-0.272561	-2.92676
CHMP5	18.4772	18.5005	18.2574	18.3563	18.2803	18.4743	18.2191	18.2791			4	4	0.486086	0.416806	0.0846348	1.06817
COMMD9	15.2903	15.5645	15.6413	15.6976	15.9119	15.7322	15.8096	15.5341			4	4	0.821773	0.230652	-0.198508	-1.6466
CNIH4	19.8693	19.4805	19.6337	19.3079	20.0421	20.2599	19.6787	20.1361			4	4	1.41512	0.0930307	-0.456336	-2.64178
CWC15	17.3097	17.3189	17.6543	17.7523	17.2369	17.3705	17.2506	17.4163			4	4	0.76678	0.254139	0.190216	1.55439
MRPL15	17.9668	18.0535	18.0785	18.1208	18.3005	18.3562	18.4148	18.3901	+	PIPD_8h_DMSO_8h	4	4	3.56944	0.0148772	-0.310487	-7.60336
THYN1	18.8412	18.668	18.6349	18.5063	18.3115	18.2338	18.3411	18.2357	+	PIPD_8h_DMSO_8h	4	4	2.6762	0.0286104	0.382063	5.15369
CRIPT	18.5253	17.5004	17.6106	18.1235	17.4787	17.9034	17.3773	17.3862			4	4	0.736859	0.268503	0.403535	1.50395
CCDC59	17.0117	16.599	16.8816	16.6886	15.501	16.831	16.042	16.8115			4	4	0.726117	0.273625	0.498855	1.48579
NDUFAF4	17.8008	17.3581	17.4375	16.8909	17.2432	17.3186	17.1597	17.2295			4	4	0.295368	0.591702	0.134071	0.706173
PTPLAD1	18.9781	19.3205	19.4885	19.0232	19.8762	19.3526	19.9492	19.6024			4	4	1.44462	0.0896325	-0.492517	-2.6927
MED11	15.3518	15.3713	14.4551	15.7232	14.4478	15.2221	14.6416	15.1061			4	4	0.521932	0.392789	0.370973	1.13247
EMC3	18.319	18.5654	18.6456	18.4875	18.6525	18.8062	18.6505	18.6506			4	4	1.22975	0.122617	-0.185563	-2.32655
NDUFA13	17.9537	18.2026	18.1953	18.0288	18.2961	17.9514	18.4022	18.0192			4	4	0.233754	0.663682	-0.0721188	-0.578811
PDP1	16.1726	15.5074	15.263	15.6531	15.7118	15.381	15.1525	14.952			4	4	0.668323	0.305129	0.349699	1.38751
KCMF1	14.1323	14.4669	14.79	15.1419	14.4094	15.0147	14.528	14.7202			4	4	0.0487577	0.923248	-0.0353043	-0.139257
RAI14	16.0208	15.8847	15.8452	16.0675	15.8084	15.6216	16.0928	15.8658			4	4	0.432409	0.459724	0.107392	0.97006
VAPA	20.2207	19.7904	19.9689	20.0819	19.3989	19.6501	19.649	19.8602			4	4	1.54519	0.0787947	0.375912	2.86811
MRPL27	17.1234	16.8867	16.5413	17.2262	16.3736	16.9655	16.6148	16.91			4	4	0.511521	0.399007	0.228425	1.11389
TBC1D7	13.6076	13.4476	13.6919	13.8793	14.3166	13.535	14.4656	14.3575			3	4	1.16041	0.134267	-0.512084	-2.21027
RNF181	17.5208	16.2269	16.3601	16.4768	17.3659	17.2492	17.0427	16.9446			4	4	0.806642	0.237508	-0.504397	-1.62128
GSKIP	16.9101	16.4682	16.3341	16.4529	16.9181	16.9936	16.9706	16.9264			4	4	1.73868	0.0609661	-0.410873	-3.21496
TMEM14C	17.2979	16.1931	16.2275	15.9024	16.6223	16.094	16.5463	16.1467			4	4	0.0556916	0.911661	0.0529108	0.157991
TMEM9	16.9641	16.4939	16.7142	17.1008	16.1518	16.665	16.97	16.6438			4	4	0.434613	0.457866	0.21059	0.974136
TOMM7	16.5492	14.4898	11.5069	14.4843	14.8722	15.1942	12.2309	13.4671			3	4	0.092923	0.85473	0.316466	0.254811
CXXC1	15.0398	14.5087	14.5582	14.7457	13.4306	14.1797	13.9482	14.4904			4	4	1.48454	0.085149	0.700831	2.76197
SH3BP4	17.3873	17.2266	17.2781	17.0303	17.3604	17.3552	17.0652	17.2203			4	4	0.0688661	0.888935	-0.0197124	-0.192951
SEPT10	18.1931	18.0494	18.0092	17.768	18.2428	18.0897	18.1266	18.0363			4	4	0.563816	0.364497	-0.118896	-1.20655
GMIP	13.2863	14.0934	13.5768	12.7625	14.4634	13.9803	14.2286	13.6291			4	4	1.0064	0.170384	-0.645592	-1.9538
ABRACL	18.9464	19.1006	18.865	19.2346	20.4835	19.8481	20.8512	20.68	+	PIPD_8h_DMSO_8h	4	4	3.05588	0.0174307	-1.42906	-6.10656
CAMSAP3	16.0698	15.8053	15.8156	15.7995	15.9184	15.9403	15.4473	15.8445			4	4	0.262834	0.631269	0.0849257	0.639759
PHRF1	14.8075	15.9819	15.8554	15.7862	15.8763	15.9984	15.8788	16.1669			4	4	0.639268	0.320714	-0.372375	-1.33767
CALCOCO1	16.8206	16.6364	16.7019	16.6966	15.3128	15.9145	15.8557	15.7839	+	PIPD_8h_DMSO_8h	4	4	3.37091	0.0160964	0.997135	6.9933
KIAA1522	17.1808	16.6735	16.7183	16.9871	16.6606	16.5685	16.6802	16.6861			4	4	1.01758	0.167787	0.24111	1.97238
POGK	14.2017	14.1978	14.5312	13.4502	15.4039	14.1912	15.6638	14.9904			4	4	1.30257	0.110461	-0.967087	-2.44952
VPS18	17.1655	17.1376	17.1863	17.0148	17.0465	17.0385	16.891	16.9026			4	4	1.47335	0.0865331	0.1564	2.74251
RCC2	20.2181	20.2224	20.2808	20.3395	20.1223	20.2586	20.3914	20.3409			4	4	0.0717964	0.884091	-0.0131116	-0.200618
KIAA1468	15.1071	15.0808	14.9333	15.1042	14.9916	15.2574	15.3402	14.9174			4	4	0.262338	0.632057	-0.0702794	-0.638731
DIP2B	15.0938	15.2043	15.2923	15.5147	15.2244	15.5581	15.0882	15.1706			4	4	0.0406853	0.936569	0.0159757	0.117139
SLAIN2	16.447	16.2515	16.1765	16.2873	15.9202	15.9039	15.9628	16.2108			4	4	1.7207	0.0622798	0.291123	3.18217
TENM3	16.3962	16.8586	16.7279	17.0114	16.6433	16.5543	16.7682	16.9045			4	4	0.0731477	0.882304	0.0309281	0.204141
USP36	16.1662	16.3325	15.7476	16.0989	15.3273	16.0054	15.7813	16.1103			3	4	0.626768	0.327565	0.280234	1.31613
BCCIP	18.4067	18.4889	18.5158	18.4927	18.6629	18.6198	18.7477	18.696	+	PIPD_8h_DMSO_8h	4	4	2.90201	0.0206437	-0.205595	-5.70621
MST4	17.8321	17.7713	17.794	17.7951	17.8607	17.8175	17.7758	17.9629			4	4	0.636755	0.322388	-0.0561066	-1.33335
PTGFRN	16.0892	16.2388	15.9885	16.4853	15.5309	16.0849	16.1297	16.0801			4	4	0.65601	0.311351	0.244059	1.36643
CTTNBP2NL	16.9973	16.9046	16.7475	16.8273	16.5799	16.7092	16.4637	16.6701			4	4	1.86641	0.0531823	0.263446	3.45188
CHD7	16.4934	16.24	16.366	16.5314	16.9517	16.5501	17.0712	16.7963			4	4	1.80144	0.056299	-0.434608	-3.33051
HEATR5B	15.3684	15.649	15.6291	15.6031	15.9149	15.617	15.9215	15.8791			4	4	1.48924	0.0845092	-0.270683	-2.77015
FAM135A	15.129	14.6937	14.0107	14.4762	15.5863	15.4196	15.1605	15.1871			4	4	1.62001	0.0710188	-0.760991	-3.00066
ZNFX1	14.7392	14.4749	14.4654	14.7368	13.891	13.7738	13.4723	13.7322	+	PIPD_8h_DMSO_8h	4	4	3.5534	0.0150164	0.886738	7.55249
RRBP1	20.5121	20.4477	20.2963	20.4563	20.3854	20.3039	20.1399	20.2124			4	4	1.25685	0.119059	0.167691	2.3722
CPSF2	17.5483	17.3693	17.5799	17.6198	17.6163	17.6357	17.6787	17.6459			4	4	1.04683	0.159493	-0.114869	-2.02098
LARS	19.8832	19.826	20.0567	19.8825	20.0837	19.938	20.1161	20.0288			4	4	1.05987	0.156132	-0.129543	-2.04267
RCOR3	14.7236	14.3339	14.611	14.7743	13.2859	17.0186	14.1907	13.6759			3	4	0.0273334	0.956953	0.0679381	0.0797858
EIF2AK4	16.7899	16.8314	16.7951	16.9228	17.0983	16.9655	16.8435	16.7997			4	4	0.586261	0.351022	-0.0919437	-1.24585
TBC1D14	12.526	12.7652	12.7769	12.9577	13.2928	12.2223	12.97	11.816			3	4	0.205675	0.698201	0.181166	0.518351
CGN	20.2017	20.3065	20.2156	20.2928	19.9296	20.1325	20.0586	20.1138	+	PIPD_8h_DMSO_8h	4	4	1.99326	0.0466843	0.195533	3.69433
RBM27	17.2486	17.2892	17.2997	17.3805	17.0579	17.1268	17.3043	17.2011			4	4	1.16362	0.133691	0.131979	2.21564
ANKFY1	17.0756	17.4698	17.3453	17.5119	17.5141	17.551	17.462	17.5441			4	4	0.833343	0.22734	-0.167133	-1.66594
SUCLA2	19.5838	19.4763	19.4579	19.4182	19.2782	19.4001	19.4062	19.3348			4	4	1.49221	0.0847104	0.1292	2.77532
WRAP73	14.4959	14.5144	14.326	14.7922	15.048	15.789	14.9802	14.9222			4	4	1.56544	0.0764403	-0.652704	-2.90379
GMPR2	17.2444	17.4265	17.6427	17.9047	17.0211	16.9354	17.6989	17.6533			4	4	0.405026	0.483017	0.227388	0.919029
STX18	16.4677	16.4365	16.3061	16.4862	16.544	16.3303	16.7743	16.9537			4	4	0.792841	0.243169	-0.226439	-1.59816
DPM3	17.0414	16.901	16.8384	17.3606	16.2415	16.7059	16.4857	16.8612			4	4	1.3861	0.0976456	0.461774	2.59192
IMPACT	14.3215	14.5091	14.2048	13.9561	14.1873	13.1138	13.6893	12.8472			4	4	1.30589	0.110089	0.788448	2.45516
ATXN10	18.6798	18.6419	18.5685	18.7374	18.7947	18.605	18.5642	18.6579			4	4	0.00803041	0.985075	0.00147057	0.0239369
NCDN	16.6052	16.6391	16.7341	16.7849	16.9275	16.7933	16.6919	16.8485			4	4	0.989703	0.174884	-0.124491	-1.92608
TFIP11	16.4269	16.3433	16.375	16.1855	16.2922	16.3534	16.2015	16.3197			4	4	0.276874	0.613887	0.0410156	0.668636
EPS15L1	18.2389	18.3125	18.2292	18.1923	18.3229	18.066	18.1679	18.1783			4	4	0.457178	0.438252	0.0594506	1.01563
ORC3	16.275	16.6499	16.7279	16.6078	16.5532	16.6238	16.8086	16.4895			4	4	0.171192	0.743591	-0.0535951	-0.441627
SAE1	19.3391	19.3157	19.3354	19.4754	19.1481	19.3647	19.3354	19.46			4	4	0.208468	0.694861	0.0392942	0.524441
COPG2	18.2837	18.0877	18.0809	17.9362	18.2711	17.968	18.1675	18.0757			4	4	0.0884618	0.86014	-0.0234461	-0.243521
PI4KB	17.4077	17.256	17.174	17.2068	17.1155	16.9606	17.0401	17.1096			4	4	1.75354	0.0599053	0.204677	3.24219
COMMD3	16.0124	16.339	16.3852	16.4532	16.8287	16.432	16.8604	16.6394			4	4	1.51892	0.0811561	-0.392673	-2.822
GNG12	19.0747	19.026	18.8047	18.9964	19.2233	19.2792	19.1727	19.06			4	4	1.4865	0.0849732	-0.20836	-2.76539
RABL2A	15.1324	14.7186	14.6064	14.2181	14.6556	14.3532	15.6428	15.3382			4	4	0.412348	0.47644	-0.328572	-0.932746
RABL2B	15.1324	14.7186	14.6064	14.2181	14.6556	14.3532	15.6428	15.3382			4	4	0.412348	0.47644	-0.328572	-0.932746
MTRR	14.802	14.7838	14.2584	14.5528	14.8961	15.245	14.4091	15.1659			4	4	0.704846	0.285296	-0.329748	-1.44974
UXT	17.2025	16.9997	16.9436	17.0857	17.5183	17.26	17.376	17.1456			4	4	1.46854	0.0870345	-0.26712	-2.73414
ASH2L	17.1164	17.2327	17.2204	17.1552	17.3677	17.0566	17.5211	17.3117			4	4	0.631573	0.32532	-0.13306	-1.32442
DHCR7	18.5367	18.6109	18.4787	18.7545	18.5093	18.7484	18.5688	18.4569			4	4	0.102879	0.838823	0.024353	0.279728
HDAC6	13.9594	14.3212	14.2055	13.5496	14.7402	14.4856	15.2376	15.585			4	4	1.80877	0.0562514	-1.00314	-3.34413
SPAST	13.8685	14.821	14.6783	15.017	14.1504	15.006	14.5524	14.8058			4	4	0.0358815	0.944447	-0.0324445	-0.103813
METTL1	16.7687	17.4388	17.2814	17.2781	17.6869	17.386	17.7398	17.6254			4	4	1.34639	0.103532	-0.417768	-2.52402
GULP1	16.0873	15.9007	16.0227	16.1628	16.3133	16.2065	16.2028	16.1535			4	4	1.45141	0.0885677	-0.175603	-2.70444
VPS29	18.7253	18.7936	18.6307	18.893	18.654	18.4263	18.6486	18.7003			4	4	0.946635	0.187077	0.153359	1.85455
EIF3K	19.2686	19.3555	19.1989	19.3306	19.5618	19.4365	19.3096	19.5262			4	4	1.37305	0.0997675	-0.170103	-2.56957
GRHPR	18.7381	18.6968	18.678	18.6032	18.9053	18.9383	18.9996	18.8881	+	PIPD_8h_DMSO_8h	4	4	3.29865	0.0160421	-0.253817	-6.78146
CTSZ	17.0135	17.0579	17.1837	17.3715	16.6809	17.0836	16.7467	17.1057			4	4	0.941173	0.188959	0.252461	1.84548
RPS6KB2	15.2828	15.5643	14.9085	14.0547	14.0915	14.3617	14.9312	15.0826			4	4	0.359961	0.524629	0.335777	0.833357
DNAJB11	18.6247	18.9156	18.8281	18.7999	18.8542	18.8948	18.942	19.1014			4	4	0.981767	0.176862	-0.156018	-1.9129
RNF14	18.1128	18.0069	17.3168	17.6606	18.0299	18.1167	18.1669	17.5039			4	4	0.323191	0.561011	-0.180115	-0.761659
UBA2	20.0436	20.3077	20.3346	20.3854	20.227	20.3492	20.4054	20.4967			4	4	0.487678	0.415696	-0.101761	-1.07105
FAM8A1	16.0709	16.113	15.9122	16.1832	15.4431	15.8366	15.6495	15.8178			4	4	1.91692	0.0511129	0.38309	3.54752
MORF4L1	16.7237	16.8716	17.0171	16.9195	17.5326	16.9218	16.6014	16.9256			4	4	0.220784	0.67964	-0.112377	-0.551091
NXF1	18.3942	18.4124	18.2618	18.1899	18.4315	18.2989	18.3935	18.2871			4	4	0.241727	0.655476	-0.0381851	-0.595681
SEL1L	16.4647	16.4526	16.3747	16.4414	16.1598	16.3793	16.2995	16.2826			4	4	1.66606	0.0663406	0.152996	3.08321
B4GALT7	15.8861	15.1258	14.4421	15.3079	15.3678	15.1689	14.7713	14.7204			4	4	0.21818	0.682981	0.183371	0.545486
PEF1	16.5185	16.8134	16.8874	16.5085	17.5412	17.0123	17.3551	17.0371			4	4	1.85567	0.0534545	-0.554465	-3.4317
ZMYM2	17.7452	17.7244	17.6547	17.7478	17.5004	17.3307	17.6225	17.3988	+	PIPD_8h_DMSO_8h	4	4	2.04499	0.0443254	0.254916	3.79542
COPS7A	17.4653	17.2829	17.1287	17.3341	17.0469	17.4278	17.1872	17.1524			4	4	0.412043	0.476595	0.0991664	0.932175
CLIP2	16.6766	16.7903	16.9415	16.6517	17.1257	17.1612	17.0877	16.9095			4	4	1.91017	0.0513615	-0.306002	-3.53467
UQCR10	17.7136	18.6242	18.7115	18.7943	18.8315	18.7425	18.5825	18.9141			4	4	0.545229	0.377082	-0.306746	-1.17381
MTFP1	16.3842	15.7693	16.2573	16.1427	16.8108	16.9781	15.9267	16.0907			4	4	0.488601	0.415286	-0.313171	-1.07271
TJP2	19.8852	19.9959	19.9601	20.0862	19.7176	19.9611	19.9228	19.9842			4	4	0.535564	0.383451	0.0854402	1.1567
DNAJB4	14.3106	14.8826	14.8629	15.2844	15.9347	15.7318	15.9884	15.7365	+	PIPD_8h_DMSO_8h	4	4	2.52463	0.0309487	-1.01272	-4.80419
MALT1	15.2748	15.8026	15.6958	15.8648	16.3402	16.2147	16.3738	16.1698	+	PIPD_8h_DMSO_8h	4	4	2.31376	0.037359	-0.615107	-4.34374
CFDP1	17.6468	16.5652	16.8286	16.6333	16.7645	16.6292	16.5859	16.6479			4	4	0.469457	0.428635	0.261588	1.03803
ZNF629	16.5693	16.5242	16.6167	16.3111	16.5524	16.7162	16.4682	16.4551			4	4	0.184698	0.726313	-0.0426378	-0.472026
DAXX	16.1552	15.6873	16.1346	15.6694	15.8407	16.2915	16.1801	15.7949			4	4	0.258579	0.636544	-0.115186	-0.630938
FTSJ1	16.4025	16.7939	16.9398	16.8772	16.8872	17.0474	17.0258	17.0627			4	4	1.02452	0.165644	-0.252409	-1.98391
VTI1B	16.8877	17.2437	17.2141	17.3067	16.7668	16.7956	16.9138	17.0868			4	4	1.21074	0.125867	0.27226	2.2946
STK39	18.2327	18.0117	17.8857	17.8167	18.2046	18.1259	17.891	17.6974			4	4	0.0160698	0.973094	0.00698566	0.0474767
ADD3	18.2745	18.302	18.4758	18.3365	18.178	18.2407	18.4384	18.1872			4	4	0.527474	0.388735	0.0861073	1.14233
LRWD1	16.9153	17.0189	17.0356	17.0337	17.0937	16.9177	17.1092	16.9583			4	4	0.12648	0.80742	-0.0188794	-0.337349
CNOT8	16.484	16.2826	16.5195	15.9923	16.2932	16.3727	16.0149	16.3182			4	4	0.189052	0.720735	0.0698569	0.48173
C19orf25	14.9398	16.0078	16.0512	15.7371	16.1009	15.9795	16.3251	16.3813			4	4	0.955188	0.184702	-0.512715	-1.86876
NIPSNAP3A	16.6559	16.8389	16.8048	16.4435	16.6421	16.6466	16.4173	16.5724			4	4	0.508952	0.400135	0.116169	1.10929
CGGBP1	17.7777	17.5196	17.1326	17.338	16.7743	16.9418	16.8889	16.8311	+	PIPD_8h_DMSO_8h	4	4	2.20335	0.0389802	0.582948	4.11359
PISD	18.3899	18.2286	18.5722	18.3865	18.2856	18.4937	18.4245	18.4552			4	4	0.0889136	0.859472	-0.0204463	-0.244667
ABCF2	18.0643	18.0959	18.0843	18.369	18.5557	18.4373	18.4262	18.5072	+	PIPD_8h_DMSO_8h	4	4	2.23998	0.0374333	-0.328243	-4.18915
SLC23A2	15.1577	15.2806	14.6096	15.1226	15.3232	14.9899	15.303	14.7679			4	4	0.0980507	0.848347	-0.0533817	-0.267691
TES	19.7955	19.7517	19.7881	19.9751	19.2053	19.5973	19.6197	19.6614			4	4	1.39935	0.0954485	0.306671	2.61467
PRKAG2	15.8193	14.5159	14.1588	14.7755	15.0906	14.4802	15.5042	15.0583			4	4	0.206876	0.696847	-0.215953	-0.520973
TUBGCP4	16.309	16.3128	16.1812	15.9698	16.3556	16.492	16.4975	16.2518			4	4	1.07214	0.153751	-0.206015	-2.06307
STAP2	14.436	15.2074	15.3925	14.8185	15.9034	15.0304	15.5335	15.3542			4	4	0.887748	0.208829	-0.491774	-1.75665
KDM5B	15.43	15.8334	15.857	15.6296	15.5681	15.4701	16.3837	15.4122			4	4	0.0290277	0.954518	-0.0210032	-0.0845811
WARS2	15.8992	15.5846	15.3852	15.4002	16.1667	15.9651	15.9365	15.7535			4	4	1.42011	0.09218	-0.388166	-2.65038
PARP2	18.0356	18.0808	18.225	17.9883	18.143	18.1847	18.271	17.9273			4	4	0.220388	0.680274	-0.0490828	-0.55024
LIMD1	15.8198	15.5846	15.4549	15.8881	15.4941	15.9552	15.3957	15.5924			4	4	0.192352	0.71758	0.0774927	0.489052
SEC63	17.9336	17.8051	17.8219	17.639	17.9424	17.9026	17.9654	17.8714			4	4	0.959474	0.183265	-0.120495	-1.87588
ZC3H7B	15.883	16.1132	16.2344	16.2285	16.4114	16.5398	16.2035	16.1327			4	4	0.831074	0.227984	-0.207073	-1.66215
TCF20	15.7181	15.544	15.7376	15.7435	15.4513	15.4617	15.5587	15.6469			4	4	1.24986	0.119926	0.156127	2.36041
HMGXB4	12.6235	12.4085	13.3249	13.25	13.7875	12.1296	14.2707	13.2563			4	4	0.39246	0.493876	-0.459304	-0.895362
NDRG3	17.8251	17.6331	17.9631	18.1855	17.8292	17.7947	18.0759	17.8148			4	4	0.0609692	0.902539	0.0230269	0.172093
APOBEC3B	18.5924	18.6687	18.636	18.5327	18.7144	18.0168	18.1689	18.2665			4	4	1.07385	0.153625	0.315783	2.06593
ARMCX3	17.0714	17.056	17.0675	17.1087	16.5399	16.7318	16.6049	16.8205	+	PIPD_8h_DMSO_8h	4	4	3.11937	0.0178689	0.401641	6.27775
SWAP70	17.1635	17.2302	17.293	17.2409	17.0383	17.0748	17.177	17.2386			4	4	0.959225	0.183327	0.09974	1.87546
SUN2	18.2474	18.2139	18.1751	18.2225	18.0514	18.0638	18.0835	18.04	+	PIPD_8h_DMSO_8h	4	4	3.91782	0.00786207	0.155093	8.78225
RSL24D1	16.5394	16.4326	16.5493	16.5602	17.0906	17.1351	16.9831	17.5245	+	PIPD_8h_DMSO_8h	4	4	2.79736	0.0241706	-0.662987	-5.44521
LAMTOR3	19.1466	19.0563	19.0673	18.9351	19.1872	19.0451	18.9083	19.1145			4	4	0.0597971	0.904428	-0.0124536	-0.168973
LIMA1	20.3873	20.2056	20.2794	20.3734	20.1283	20.1848	20.2167	20.362			4	4	0.646008	0.316611	0.0884867	1.34926
AFF4	16.5964	16.4547	16.6697	16.8377	15.9111	16.2051	16.0176	16.1493	+	PIPD_8h_DMSO_8h	4	4	2.81665	0.0234286	0.568881	5.49265
SRP68	18.3558	18.4312	18.5063	18.5219	18.5233	18.5054	18.7153	18.5949			4	4	1.12065	0.142215	-0.130907	-2.14387
MKRN1	15.5318	15.4471	15.9568	16.1221	14.4532	14.6265	14.2142	15.415			4	4	1.91365	0.0513801	1.08722	3.54129
CHORDC1	18.8914	18.9727	19.0459	19.197	18.8982	19.0103	19.1184	19.2164			4	4	0.136338	0.791398	-0.0340862	-0.360859
TBK1	16.3388	16.3326	16.3552	16.3738	16.3708	16.4596	16.1069	16.3413			4	4	0.153921	0.764928	0.0304718	0.402042
SEPT9	20.9227	21.0122	21.0743	21.0065	21.0391	21.0595	21.0555	21.1178			4	4	0.914449	0.198433	-0.0640273	-1.80106
UBQLN2	15.9651	15.919	15.9931	16.1358	16.2499	15.9899	16.2502	16.2743			4	4	1.2095	0.12605	-0.187819	-2.29252
PCYOX1	19.6646	19.7734	19.6626	19.4408	19.6761	19.632	19.6949	19.5378			4	4	0.000735272	0.998304	0.000172615	0.00220989
DDX20	17.1418	17.2214	17.048	17.2315	17.1319	17.2729	17.1656	17.3257			4	4	0.458641	0.437431	-0.0633135	-1.0183
AMACR	15.1366	15.4984	15.0078	14.3091	15.4341	15.3399	15.0067	14.8356			4	4	0.234881	0.662081	-0.166089	-0.581202
DPP7	17.5766	17.7882	17.4824	17.5465	17.5669	17.5089	17.7379	17.3812			4	4	0.197449	0.71026	0.0497117	0.500311
POLG2	17.7151	16.4486	16.7504	16.8481	16.9708	16.3878	16.8248	16.8585			4	3	0.243373	0.653933	0.180035	0.599149
TMEM2	18.332	18.3419	18.4383	18.3107	18.2614	18.2214	18.2168	18.1554	+	PIPD_8h_DMSO_8h	4	4	2.13261	0.0402429	0.141971	3.96979
USP25	16.2572	15.3497	15.1763	15.6057	14.3837	15.8315	15.0992	15.0875			4	4	0.623819	0.328946	0.496693	1.31104
BCAP29	15.7438	16.04	16.0032	16.462	14.9742	16.081	15.3699	16.3104			4	4	0.504225	0.403635	0.378385	1.10082
CYB5R1	17.7219	17.6063	17.3195	17.2523	17.4993	17.6273	17.4914	17.4037			4	4	0.0912357	0.85625	-0.0304623	-0.25055
BAIAP2L1	18.8073	18.688	18.7032	18.6766	18.8063	18.8417	18.823	18.689			4	4	0.770487	0.25297	-0.0712624	-1.56062
